Namespace(duration=43200, fig_directory='res/simulator', generate_addition_probabilities=False, generate_graphs=True, generate_table=False, model='GPT-3', model_size='350M', performace_log_interval=1, removal_probability=None, seed=None, spot_instance_desired_capacity=20, spot_instance_trace='traces/g4dn-trace-8-20.csv', start_hour=None)
[0.000] node1 simulate_spot_instance_add: 0
[0.000] node3 simulate_spot_instance_add: 0
[0.000] node7 simulate_spot_instance_add: 0
[0.000] node15 simulate_spot_instance_add: 0
[0.000] node14 simulate_spot_instance_add: 0
[0.000] node6 simulate_spot_instance_add: 0
[0.000] node13 simulate_spot_instance_add: 0
[0.000] node12 simulate_spot_instance_add: 0
[0.000] node2 simulate_spot_instance_add: 0
[0.000] node5 simulate_spot_instance_add: 0
[0.000] node11 simulate_spot_instance_add: 0
[0.000] node10 simulate_spot_instance_add: 0
[0.000] node20 simulate_spot_instance_add: 0
[0.000] node4 simulate_spot_instance_add: 0
[0.000] node9 simulate_spot_instance_add: 0
[0.000] node19 simulate_spot_instance_add: 0
[0.000] node18 simulate_spot_instance_add: 0
[0.000] node8 simulate_spot_instance_add: 0
[0.000] node17 simulate_spot_instance_add: 0
[0.000] node16 simulate_spot_instance_add: 0
[45.000] node7 simulate_spot_instance_ready: 45000
[45.000] node7 starting global rendezvous
[45.000] simulate_rendezvous_start: 45000 True
[45.000] simulate_rendezvous_restart: 45000
[45.000] simulate_preparation: 45000 ['node7']
[45.000] node14 simulate_spot_instance_ready: 45000
[45.000] node6 simulate_spot_instance_ready: 45000
[45.000] node17 simulate_spot_instance_ready: 45000
[45.000] node16 simulate_spot_instance_ready: 45000
[45.000] node15 simulate_spot_instance_ready: 45000
[45.000] node13 simulate_spot_instance_ready: 45000
[45.000] node5 simulate_spot_instance_ready: 45000
[45.000] node8 simulate_spot_instance_ready: 45000
[45.000] node12 simulate_spot_instance_ready: 45000
[45.000] node2 simulate_spot_instance_ready: 45000
[45.000] node11 simulate_spot_instance_ready: 45000
[45.000] node20 simulate_spot_instance_ready: 45000
[45.000] node18 simulate_spot_instance_ready: 45000
[45.000] node10 simulate_spot_instance_ready: 45000
[45.000] node4 simulate_spot_instance_ready: 45000
[45.000] node19 simulate_spot_instance_ready: 45000
[45.000] node1 simulate_spot_instance_ready: 45000
[45.000] node3 simulate_spot_instance_ready: 45000
[45.000] node9 simulate_spot_instance_ready: 45000
[46.000] simulate_preparation: 46000
[46.000] simulate_preparation: 46000 ['node7', 'node14', 'node6', 'node17', 'node16', 'node15', 'node13', 'node5', 'node8', 'node12', 'node2', 'node11', 'node20', 'node18', 'node10', 'node4', 'node19', 'node1', 'node3', 'node9']
[46.000] simulate_assign_coordinates ['node7', 'node14', 'node6', 'node17', 'node16', 'node15', 'node13', 'node5', 'node8', 'node12', 'node2', 'node11', 'node20', 'node18', 'node10', 'node4', 'node19', 'node1', 'node3', 'node9']
46000 20 nodes completed rendezvous version 1, 20x1 configuration
46000 starting training with 20 20 nodes
[6300.860] simulate_preparation: 6300860.0 ['node14', 'node6', 'node12', 'node9', 'node8', 'node24', 'node21', 'node23', 'node29', 'node28', 'node27', 'node26', 'node32', 'node31', 'node34', 'node35', 'node36', 'node38', 'node37']
[6300.860] simulate_assign_coordinates ['node14', 'node6', 'node12', 'node9', 'node8', 'node24', 'node21', 'node23', 'node29', 'node28', 'node27', 'node26', 'node32', 'node31', 'node34', 'node35', 'node36', 'node38', 'node37']
6300860.0 19 nodes completed rendezvous version 11, 19x1 configuration
6300860.0 starting training with 19 19 nodes
[6309.670] simulate training iteration execution finish 647
[6318.480] simulate training iteration execution finish 648
[6327.290] simulate training iteration execution finish 649
[6336.100] simulate training iteration execution finish 650
[6344.910] simulate training iteration execution finish 651
[6353.720] simulate training iteration execution finish 652
[6362.530] simulate training iteration execution finish 653
[6371.340] simulate training iteration execution finish 654
[6380.150] simulate training iteration execution finish 655
[6388.960] simulate training iteration execution finish 656
[6397.770] simulate training iteration execution finish 657
[6406.580] simulate training iteration execution finish 658
[6415.390] simulate training iteration execution finish 659
[6424.200] simulate training iteration execution finish 660
[6433.010] simulate training iteration execution finish 661
[6441.820] simulate training iteration execution finish 662
[6450.630] simulate training iteration execution finish 663
[6459.440] simulate training iteration execution finish 664
[6468.250] simulate training iteration execution finish 665
[6477.060] simulate training iteration execution finish 666
[6485.870] simulate training iteration execution finish 667
[6494.680] simulate training iteration execution finish 668
[6503.490] simulate training iteration execution finish 669
[6512.300] simulate training iteration execution finish 670
[6521.110] simulate training iteration execution finish 671
[6529.920] simulate training iteration execution finish 672
[6538.730] simulate training iteration execution finish 673
[6547.540] simulate training iteration execution finish 674
[6556.350] simulate training iteration execution finish 675
[6565.160] simulate training iteration execution finish 676
[6573.970] simulate training iteration execution finish 677
[6582.780] simulate training iteration execution finish 678
[6591.590] simulate training iteration execution finish 679
[6600.400] simulate training iteration execution finish 680
[6609.210] simulate training iteration execution finish 681
[6618.020] simulate training iteration execution finish 682
[6626.830] simulate training iteration execution finish 683
[6635.640] simulate training iteration execution finish 684
[6644.450] simulate training iteration execution finish 685
[6653.260] simulate training iteration execution finish 686
[6662.070] simulate training iteration execution finish 687
[6670.880] simulate training iteration execution finish 688
[6679.690] simulate training iteration execution finish 689
[6688.500] simulate training iteration execution finish 690
[6697.310] simulate training iteration execution finish 691
[6706.120] simulate training iteration execution finish 692
[6714.930] simulate training iteration execution finish 693
[6723.740] simulate training iteration execution finish 694
[6732.550] simulate training iteration execution finish 695
[6741.360] simulate training iteration execution finish 696
[6750.170] simulate training iteration execution finish 697
[6758.980] simulate training iteration execution finish 698
[6767.790] simulate training iteration execution finish 699
[6776.600] simulate training iteration execution finish 700
[6785.410] simulate training iteration execution finish 701
[6794.220] simulate training iteration execution finish 702
[6803.030] simulate training iteration execution finish 703
[6811.840] simulate training iteration execution finish 704
[6820.650] simulate training iteration execution finish 705
[6829.460] simulate training iteration execution finish 706
[6838.270] simulate training iteration execution finish 707
[6847.080] simulate training iteration execution finish 708
[6855.890] simulate training iteration execution finish 709
[6864.700] simulate training iteration execution finish 710
[6873.510] simulate training iteration execution finish 711
[6882.320] simulate training iteration execution finish 712
[6891.130] simulate training iteration execution finish 713
[6899.940] simulate training iteration execution finish 714
[6908.750] simulate training iteration execution finish 715
[6917.560] simulate training iteration execution finish 716
[6926.370] simulate training iteration execution finish 717
[6935.180] simulate training iteration execution finish 718
[6943.990] simulate training iteration execution finish 719
[6952.800] simulate training iteration execution finish 720
[6961.610] simulate training iteration execution finish 721
[6970.420] simulate training iteration execution finish 722
[6979.230] simulate training iteration execution finish 723
[6988.040] simulate training iteration execution finish 724
[6996.850] simulate training iteration execution finish 725
[7005.660] simulate training iteration execution finish 726
[7014.470] simulate training iteration execution finish 727
[7023.280] simulate training iteration execution finish 728
[7032.090] simulate training iteration execution finish 729
[7040.900] simulate training iteration execution finish 730
[7049.710] simulate training iteration execution finish 731
[7058.520] simulate training iteration execution finish 732
[7067.330] simulate training iteration execution finish 733
[7076.140] simulate training iteration execution finish 734
[7084.950] simulate training iteration execution finish 735
[7093.760] simulate training iteration execution finish 736
[7102.570] simulate training iteration execution finish 737
[7111.380] simulate training iteration execution finish 738
[7120.190] simulate training iteration execution finish 739
[7129.000] simulate training iteration execution finish 740
[7137.810] simulate training iteration execution finish 741
[7146.620] simulate training iteration execution finish 742
[7155.430] simulate training iteration execution finish 743
[7164.240] simulate training iteration execution finish 744
[7173.050] simulate training iteration execution finish 745
[7181.860] simulate training iteration execution finish 746
[7190.670] simulate training iteration execution finish 747
[7199.480] simulate training iteration execution finish 748
[7208.290] simulate training iteration execution finish 749
[7217.100] simulate training iteration execution finish 750
[7225.910] simulate training iteration execution finish 751
[7234.720] simulate training iteration execution finish 752
[7243.530] simulate training iteration execution finish 753
[7252.340] simulate training iteration execution finish 754
[7260.000] node39 simulate_spot_instance_add: 7260000
[7261.150] simulate training iteration execution finish 755
[7269.960] simulate training iteration execution finish 756
[7278.770] simulate training iteration execution finish 757
[7287.580] simulate training iteration execution finish 758
[7296.390] simulate training iteration execution finish 759
[7305.000] node39 simulate_spot_instance_ready: 7305000
[7305.200] simulate training iteration execution finish 760
[7314.010] simulate training iteration execution finish 761
[7322.820] simulate training iteration execution finish 762
[7331.630] simulate training iteration execution finish 763
[7340.440] simulate training iteration execution finish 764
[7349.250] simulate training iteration execution finish 765
[7358.060] simulate training iteration execution finish 766
[7366.870] simulate training iteration execution finish 767
[7375.680] simulate training iteration execution finish 768
[7384.490] simulate training iteration execution finish 769
[7393.300] simulate training iteration execution finish 770
[7402.110] simulate training iteration execution finish 771
[7410.920] simulate training iteration execution finish 772
[7419.730] simulate training iteration execution finish 773
[7428.540] simulate training iteration execution finish 774
[7437.350] simulate training iteration execution finish 775
[7446.160] simulate training iteration execution finish 776
[7454.970] simulate training iteration execution finish 777
[7463.780] simulate training iteration execution finish 778
[7472.590] simulate training iteration execution finish 779
[7481.400] simulate training iteration execution finish 780
[7490.210] simulate training iteration execution finish 781
[7499.020] simulate training iteration execution finish 782
[7507.830] simulate training iteration execution finish 783
[7516.640] simulate training iteration execution finish 784
[7525.450] simulate training iteration execution finish 785
[7534.260] simulate training iteration execution finish 786
[7543.070] simulate training iteration execution finish 787
[7551.880] simulate training iteration execution finish 788
[7560.690] simulate training iteration execution finish 789
[7569.500] simulate training iteration execution finish 790
[7578.310] simulate training iteration execution finish 791
[7587.120] simulate training iteration execution finish 792
[7595.930] simulate training iteration execution finish 793
[7604.740] simulate training iteration execution finish 794
[7613.550] simulate training iteration execution finish 795
[7622.360] simulate training iteration execution finish 796
[7631.170] simulate training iteration execution finish 797
[7639.980] simulate training iteration execution finish 798
[7648.790] simulate training iteration execution finish 799
[7657.600] simulate training iteration execution finish 800
[7666.410] simulate training iteration execution finish 801
[7675.220] simulate training iteration execution finish 802
[7684.030] simulate training iteration execution finish 803
[7692.840] simulate training iteration execution finish 804
[7701.650] simulate training iteration execution finish 805
[7710.460] simulate training iteration execution finish 806
[7719.270] simulate training iteration execution finish 807
[7728.080] simulate training iteration execution finish 808
[7736.890] simulate training iteration execution finish 809
[7745.700] simulate training iteration execution finish 810
[7754.510] simulate training iteration execution finish 811
[7763.320] simulate training iteration execution finish 812
[7772.130] simulate training iteration execution finish 813
[7780.940] simulate training iteration execution finish 814
[7789.750] simulate training iteration execution finish 815
[7798.560] simulate training iteration execution finish 816
[7807.370] simulate training iteration execution finish 817
[7816.180] simulate training iteration execution finish 818
[7824.990] simulate training iteration execution finish 819
[7833.800] simulate training iteration execution finish 820
[7842.610] simulate training iteration execution finish 821
[7851.420] simulate training iteration execution finish 822
[7860.230] simulate training iteration execution finish 823
[7869.040] simulate training iteration execution finish 824
[7877.850] simulate training iteration execution finish 825
[7886.660] simulate training iteration execution finish 826
[7895.470] simulate training iteration execution finish 827
[7904.280] simulate training iteration execution finish 828
[7913.090] simulate training iteration execution finish 829
[7921.900] simulate training iteration execution finish 830
[7930.710] simulate training iteration execution finish 831
[7939.520] simulate training iteration execution finish 832
[7948.330] simulate training iteration execution finish 833
[7957.140] simulate training iteration execution finish 834
[7965.950] simulate training iteration execution finish 835
[7974.760] simulate training iteration execution finish 836
